influencer,fused_dim_0,fused_dim_1,fused_dim_2,fused_dim_3,fused_dim_4,fused_dim_5,fused_dim_6,fused_dim_7,fused_dim_8,fused_dim_9,fused_dim_10,fused_dim_11,fused_dim_12,fused_dim_13,fused_dim_14,fused_dim_15,fused_dim_16,fused_dim_17,fused_dim_18,fused_dim_19,fused_dim_20,fused_dim_21,fused_dim_22,fused_dim_23,fused_dim_24,fused_dim_25,fused_dim_26,fused_dim_27,fused_dim_28,fused_dim_29,fused_dim_30,fused_dim_31,fused_dim_32,fused_dim_33,fused_dim_34,fused_dim_35,fused_dim_36,fused_dim_37,fused_dim_38,fused_dim_39,fused_dim_40,fused_dim_41,fused_dim_42,fused_dim_43,fused_dim_44,fused_dim_45,fused_dim_46,fused_dim_47,fused_dim_48,fused_dim_49,fused_dim_50,fused_dim_51,fused_dim_52,fused_dim_53,fused_dim_54,fused_dim_55,fused_dim_56,fused_dim_57,fused_dim_58,fused_dim_59,fused_dim_60,fused_dim_61,fused_dim_62,fused_dim_63
sarah viloid,-0.14068265,-0.071992345,0.033409707,-0.0067332974,0.11887491,0.042004183,-0.028481785,-0.055100027,0.06501153,-0.110523514,-0.07430342,-0.055017423,-0.017896127,0.03731072,-0.09375441,0.07943688,0.07569861,-0.048081502,-0.038808554,-0.05627235,-0.08198113,0.12611565,-0.14066774,0.02528979,-0.10972357,0.07169837,-0.017720565,0.064119354,0.0036755842,-0.027452994,0.06412725,-0.050495464,0.13033324,-0.108594075,-0.036202304,-0.054318935,0.004557832,0.05614204,-0.003660916,0.053951737,0.06321419,0.025404397,-0.0015350089,-0.034039535,0.056092765,-0.1656378,-0.0043046656,-0.028571561,-0.09966017,-0.16707617,0.09811077,-0.07647837,0.10059346,0.0045797555,0.11156422,-0.056274004,0.13326396,-0.023851685,-0.051767938,-0.112966895,-0.026745234,-0.04221742,-0.004223543,0.013085372
rekt,0.2163459,0.0041537974,-0.038616292,0.013475593,-0.34154323,0.03599395,-0.01686895,-0.14671639,0.11823085,0.09819377,0.017284319,0.029519754,0.14937106,-0.32436067,-0.03999391,0.18040374,0.08595904,0.13419864,0.06700706,0.044545215,0.19430995,-0.36445004,0.5563886,-0.13743079,0.5504339,0.055499375,0.019217096,0.07685678,-0.33077914,-0.22536173,-0.1010021,0.05865103,0.010968337,0.24087319,0.11480823,-0.08165003,0.23090667,0.14752172,0.3801964,-0.14552496,-0.1462631,0.012380984,-0.106649086,-0.11470537,-0.263505,-0.25359195,-0.081361786,0.20729694,0.2669326,0.3179466,-0.8210499,0.15914708,-0.5386252,0.42240563,-0.42444128,0.1684868,-0.753471,-0.123791486,0.03432443,0.12551212,-0.2938992,-0.13623697,-0.10802899,0.080573164
hanan attaki,-0.10801214,-0.05294582,-0.075344644,-0.033190742,0.15558434,0.037468106,0.0010548312,-0.11370051,0.089713946,-0.13635701,-0.10405896,-0.04503592,-0.05103555,0.076399185,-0.111979954,0.053828448,0.09169704,-0.0597886,0.013565319,-0.07465019,-0.09794357,0.16123047,-0.10838032,0.007974949,-0.009463013,0.021588277,0.0120972935,0.063780874,-0.07069616,-0.005667707,0.019432113,-0.079740435,0.040649325,-0.17062739,-0.07451241,-0.09349836,0.03729841,0.08429385,0.04874587,-0.062129673,0.07422143,0.036394216,0.026075926,-0.022274286,0.028284024,-0.11244235,-0.02744097,-0.035317384,-0.08061243,-0.08631607,0.010233164,-0.13340732,0.033932976,0.0032837668,0.03829655,-0.039084986,0.036903273,-0.08723751,-0.025747046,-0.06869884,0.027983394,-0.071478374,-0.004515656,0.052864064
adi hidayat,-0.10875052,-0.043133333,-0.025680587,-0.07129208,0.10470843,0.017399631,0.035113424,-0.038002446,0.099717386,-0.13498142,-0.12752964,-0.04826597,-0.0158275,0.06902133,-0.1188615,0.0508774,0.10753828,-0.013851648,-0.015943585,-0.06794864,-0.06688455,0.18176016,-0.06235733,0.0063075693,0.012911651,0.06867832,0.036429934,0.07237585,-0.07267941,-0.029541075,0.047145594,-0.09764312,0.059609886,-0.17087379,-0.069006056,-0.13731028,0.0490509,0.03218577,0.02322299,-0.04508652,0.07204574,0.059281588,-0.0067100693,-0.01750094,0.03438402,-0.09809929,-0.028947197,-0.03640773,-0.10954191,-0.10767403,-0.0058116294,-0.1144865,0.02384881,0.0028052474,0.07767749,-0.016494032,0.03402305,-0.019685011,-0.06849809,-0.037891794,-0.05061233,-0.06557886,-0.030399643,0.059083667
abdul somad,-0.08916205,-0.057664156,-0.0029487107,-0.052713826,0.14816256,0.0443712,0.007550386,-0.08075935,0.1117551,-0.12318652,-0.10181381,-0.05155112,0.07643971,0.062129065,-0.12179194,0.07886767,0.12262042,-0.0325042,-0.014359999,-0.101160586,-0.08617196,0.13135733,-0.09782945,0.038586285,-0.044062644,0.10057075,-0.019182809,0.03400395,-0.052392818,0.021349005,0.06963453,-0.108615,0.09176038,-0.1888268,-0.036814533,-0.14551848,0.07252909,0.07956882,0.03458105,-0.013025114,0.08989661,0.05474294,0.039365984,-0.039094307,0.05614338,-0.11982404,0.003486492,-0.052525982,-0.12125247,-0.16605307,0.035347402,-0.12275136,0.06737869,0.0026637902,0.09223005,-0.032624066,0.026063344,-0.04236418,-0.07296829,-0.05158358,-0.039550357,-0.038292516,-0.015493407,0.046329092
gus baha,-0.12164986,-0.051152073,0.009052634,-0.059068568,0.08129102,0.02144178,0.023735523,-0.025670119,0.08311136,-0.11865409,-0.11493491,-0.053775676,-0.007989497,0.047095012,-0.11158043,0.058479294,0.0988383,-0.010296985,-0.033803627,-0.05468198,-0.060383152,0.16601826,-0.06298477,0.0010891602,-0.00888671,0.0806624,0.023659829,0.06527874,-0.057760946,-0.04197859,0.062382936,-0.08489324,0.08491111,-0.13459855,-0.05442,-0.10771563,0.03884679,0.029290453,0.014310118,-0.013705682,0.06022575,0.045333996,-0.025689235,-0.027122006,0.03279791,-0.12226659,-0.029609282,-0.025069017,-0.09640536,-0.12292647,0.0074051255,-0.09008582,0.031002166,0.008388718,0.08034325,-0.017252963,0.05679003,-0.0016518628,-0.076792456,-0.05308935,-0.07047652,-0.05717057,-0.029826518,0.04384102
yusuf mansur,-0.08530622,-0.04836945,0.018674532,-0.031083697,0.051877953,0.04234626,-0.0050130896,-0.04302858,0.08711204,-0.08810344,-0.08911927,-0.04550156,0.028885908,0.0052432716,-0.10121881,0.089401335,0.10237516,-0.014118001,-0.025360703,-0.056636956,-0.041276976,0.08148053,-0.02855615,0.007986287,0.002578542,0.08668187,-0.0028689026,0.060790017,-0.053879134,-0.043861214,0.044992737,-0.059168547,0.09683578,-0.09486818,-0.024676267,-0.096903734,0.053832397,0.062351353,0.04558143,0.0060333367,0.049550265,0.040574268,-0.011310021,-0.03962435,0.012730715,-0.15640397,-0.009191475,-0.008377239,-0.06971187,-0.10806878,-0.048064716,-0.063655615,0.0043241577,0.04602006,0.053862736,-0.0121697625,-0.013213991,-0.01782069,-0.05866651,-0.052281387,-0.07894236,-0.059707314,-0.029255735,0.03412868
salim a. fillah,-0.10309224,-0.057273366,-0.026045728,-0.041145083,0.15203515,0.049816653,-0.00016102032,-0.09490785,0.09821393,-0.12400761,-0.09846641,-0.051034693,0.026865974,0.06872605,-0.11594288,0.06883089,0.10907051,-0.045803964,-0.0038259216,-0.08880292,-0.09269358,0.13650832,-0.115136564,0.028312314,-0.041182883,0.07105023,-0.0116178,0.040844277,-0.050937682,0.010201821,0.050159834,-0.093360305,0.07254678,-0.17486832,-0.04681859,-0.11519478,0.054651387,0.088760406,0.041439854,-0.026404057,0.086123824,0.043180306,0.037558407,-0.032787602,0.04572261,-0.12417698,0.0013855924,-0.04897382,-0.10439193,-0.14344534,0.03045414,-0.12599662,0.053966314,0.00058420375,0.07300907,-0.04071897,0.038638532,-0.061138302,-0.05459044,-0.065494046,-0.007593775,-0.04920712,-0.008743294,0.04832738
habib jindan,-0.14261654,-0.05931616,0.02373805,-0.049000703,0.1148947,0.103606075,-0.0016026743,-0.09362593,0.051005695,-0.076685034,-0.08423309,-0.08081724,0.08579532,0.056967698,-0.10424264,0.048591457,0.11182167,-0.026911173,-0.018485019,-0.065344825,-0.095175534,0.100387394,-0.14678968,0.004703429,-0.042741466,0.10513543,-0.043107335,-0.042619146,-0.045111664,0.0029489584,0.087235376,-0.09383618,0.0469833,-0.10280828,-0.0038978914,-0.046800934,0.058473535,0.14224163,0.068783395,-0.039980985,0.09226763,0.0012442092,0.025644725,-0.05272714,0.020778345,-0.15084043,0.056748234,-0.065663934,-0.057948224,-0.18681166,-0.010005573,-0.11299324,-0.01862692,-0.011144359,0.034352817,-0.043497473,0.036010876,-0.053895537,-0.09700289,-0.07381447,-0.019351091,-0.028653247,-0.011790737,0.05529861
habib novel alaydrus,-0.12455213,-0.056572534,-0.00051915576,-0.06698374,0.13262627,0.037636906,0.025270794,-0.058266923,0.08953112,-0.12725317,-0.115241244,-0.06096813,0.03392961,0.07502845,-0.12038538,0.0523627,0.11179916,-0.022133578,-0.024515284,-0.07833089,-0.087512046,0.17566541,-0.10753648,0.015775122,-0.033528734,0.09086593,0.0030419957,0.031933475,-0.057482176,-0.0018875978,0.07744308,-0.11019296,0.07430166,-0.17322552,-0.050834484,-0.120597154,0.053343087,0.05978273,0.02159861,-0.029953327,0.084428206,0.044258423,0.007800927,-0.032902777,0.049597982,-0.11019383,-0.008945789,-0.052194834,-0.111923516,-0.1592676,0.03885813,-0.12232013,0.049414687,-0.013427563,0.08661612,-0.030494153,0.065638766,-0.024704918,-0.08656808,-0.054502755,-0.042856615,-0.042648733,-0.020450898,0.051792838
buya yahya,-0.10710542,-0.058841243,-0.0065823025,-0.034343384,0.11832489,0.06287675,-0.0059466828,-0.09669724,0.07688793,-0.09916841,-0.08759438,-0.05934012,0.04450419,0.04186753,-0.10707195,0.06960204,0.10478017,-0.03752502,-0.011819525,-0.07326432,-0.08483588,0.10960442,-0.09750326,0.010184724,-0.026501404,0.077333875,-0.025229696,0.015064578,-0.059188806,-0.0017439724,0.06114372,-0.08348407,0.06959188,-0.12704179,-0.029199924,-0.07901376,0.056648225,0.10526058,0.05537297,-0.028767087,0.07266933,0.022494826,0.018018924,-0.046716593,0.024882708,-0.1421775,0.0043975003,-0.036711615,-0.066710606,-0.13726607,-0.0046184026,-0.10489785,0.018724559,0.012957785,0.039743416,-0.031627085,0.0184104,-0.05857326,-0.06360031,-0.06643513,-0.023925602,-0.045998454,-0.011983693,0.041984223
habib rizieq,-0.11336115,-0.045503356,0.03748463,-0.06095557,0.059343778,0.10544518,0.009407258,-0.07184626,0.0547733,-0.054482207,-0.08739884,-0.07947977,0.12505244,0.02603519,-0.10338844,0.056486264,0.124888174,0.0010161721,-0.020834986,-0.05882319,-0.06551847,0.06314268,-0.079366654,-0.006448633,0.01568211,0.12438859,-0.039477043,-0.052077055,-0.07021326,-0.013605786,0.08672339,-0.09210495,0.036764883,-0.07381883,0.012781942,-0.060877375,0.08421647,0.14284372,0.090553105,-0.055201918,0.08140428,0.0067406306,0.010454722,-0.060107607,-0.0060119224,-0.15194732,0.061639167,-0.05313816,-0.03677446,-0.16177595,-0.09570758,-0.09226153,-0.07797153,0.015347891,0.0067990134,-0.015487248,-0.04375678,-0.037901238,-0.109146126,-0.040329397,-0.06530841,-0.03463214,-0.030194357,0.061451696
kh. cholil nafis,-0.11659012,-0.04933037,0.0021258309,-0.07515517,0.10768147,0.01941221,0.03567372,-0.028038744,0.09884634,-0.13241002,-0.125592,-0.05410745,0.015368819,0.068373375,-0.12109123,0.054527212,0.111799635,-0.008821613,-0.02977134,-0.07222398,-0.06926431,0.18378791,-0.0744237,0.013442152,-0.012411746,0.09162328,0.024686106,0.06009998,-0.060998384,-0.02161052,0.06936769,-0.10630092,0.0800467,-0.173334,-0.059027363,-0.14096066,0.05162693,0.02870861,0.011352472,-0.024388064,0.076389,0.05883044,-0.007897809,-0.02398391,0.047218025,-0.10340315,-0.022747252,-0.042505607,-0.1215038,-0.14098877,0.02257274,-0.111121364,0.044970494,-0.00453967,0.09827508,-0.01943525,0.056322876,-0.0033257934,-0.085931316,-0.042167887,-0.067632005,-0.05172693,-0.030638065,0.053347334
hilman fauzi,-0.13410181,-0.054201476,0.010673014,-0.058555722,0.10732924,0.024591185,0.020810608,-0.022514693,0.08928514,-0.12976584,-0.11638016,-0.053038508,-0.016557354,0.06860308,-0.11472515,0.056836966,0.0988988,-0.019026246,-0.033094697,-0.062292323,-0.06991999,0.17872822,-0.10037324,0.01735663,-0.0430869,0.08284548,0.024170244,0.074150726,-0.034704067,-0.033774797,0.060781874,-0.08732219,0.09337893,-0.15771505,-0.058283143,-0.11729626,0.029264154,0.025859393,0.0015900078,0.002251274,0.07388183,0.052658625,-0.008518564,-0.01871821,0.051928163,-0.121727645,-0.016270595,-0.04022686,-0.12492714,-0.14884193,0.049652193,-0.10213508,0.06190431,-0.00722606,0.11305099,-0.033584673,0.094262645,-0.0005264295,-0.07508694,-0.06614207,-0.054653823,-0.052813165,-0.023711625,0.04576809
syafiq riza basalamah,-0.14328389,-0.058153525,0.010042523,-0.06685352,0.13950485,0.024121651,0.026874214,-0.026373293,0.096650444,-0.14387298,-0.12260659,-0.05588627,-0.0058414345,0.09231599,-0.12203753,0.051169492,0.10426444,-0.02414726,-0.033504166,-0.07512593,-0.084685855,0.20297876,-0.13100442,0.029559106,-0.067213304,0.09018775,0.021244682,0.06912043,-0.026611827,-0.014952838,0.07134752,-0.103341505,0.09679429,-0.1902951,-0.063568085,-0.13413152,0.030351793,0.02438581,-0.009397389,0.0033464893,0.08863965,0.059384696,0.0059242724,-0.01661968,0.071247555,-0.11065415,-0.011354644,-0.057255358,-0.1498628,-0.17584762,0.08940936,-0.1209756,0.09063846,-0.025853554,0.1370433,-0.043199174,0.12314862,-0.0013573107,-0.08296913,-0.06946033,-0.044547014,-0.044341788,-0.019705158,0.04931815
ernest prakasa,-0.0692293,-0.058980424,-0.04319218,-0.047478322,0.1791893,0.051933546,0.00071880594,-0.12565866,0.11677757,-0.12687942,-0.09735142,-0.049677946,0.08405864,0.06818769,-0.12474205,0.079410374,0.12755787,-0.048489824,0.0071289334,-0.116968274,-0.10297464,0.123427756,-0.102097645,0.040547073,-0.030356508,0.08135274,-0.029660095,0.019866249,-0.07319464,0.047090117,0.057156324,-0.11455841,0.06654506,-0.2068772,-0.04124593,-0.14544863,0.086716354,0.11194655,0.06022637,-0.045775704,0.097960964,0.049275145,0.061658956,-0.044417366,0.049673103,-0.11054151,0.0026236197,-0.055975974,-0.10534997,-0.1474745,0.018619027,-0.14520007,0.056852423,0.003895831,0.060616076,-0.032861788,-0.0091582965,-0.08476873,-0.05567614,-0.045858905,-0.0026935188,-0.04209751,-0.0051536425,0.051935375
joko anwar,-0.12253083,-0.06232246,0.034912646,-0.04030043,0.118766785,0.044023193,-0.0019430355,-0.040098004,0.09382969,-0.11498706,-0.095801376,-0.053370774,0.03577511,0.054544568,-0.1120729,0.07920857,0.10473676,-0.028554762,-0.035448007,-0.07652058,-0.07336902,0.13324331,-0.11614307,0.03676553,-0.08020009,0.10409843,-0.0104956385,0.056756772,-0.013867378,-0.013103133,0.07070328,-0.08341198,0.1207996,-0.15187782,-0.03282696,-0.11496684,0.038741104,0.05252311,0.008112546,0.03543283,0.07952172,0.04867939,0.015009239,-0.031689685,0.06170641,-0.14617759,0.0073628942,-0.044205926,-0.12878588,-0.18313025,0.06830238,-0.09461212,0.08495089,-0.0002810657,0.12395413,-0.043947864,0.08833288,-0.007849475,-0.07542893,-0.078862354,-0.055385143,-0.03763468,-0.015983991,0.03403517
dandhy laksono,-0.026988246,-0.06112945,-0.03910251,-0.011073671,0.16155124,0.07405891,-0.034081906,-0.16909486,0.118476786,-0.09656979,-0.063423276,-0.043602344,0.13286245,0.017732602,-0.11401825,0.113264576,0.12969902,-0.062322855,0.021049254,-0.12417211,-0.095019884,0.032682445,-0.07022318,0.047387227,-0.02128072,0.08254795,-0.0700567,0.0031620914,-0.0773351,0.05820874,0.045684658,-0.08931866,0.079535425,-0.16846022,-0.008801007,-0.12529702,0.10903894,0.16212448,0.09693083,-0.035181902,0.085304454,0.036809392,0.083798885,-0.06413792,0.026202358,-0.14752823,0.016334169,-0.039466076,-0.06426717,-0.12805325,-0.03482147,-0.12179816,0.033340782,0.044732846,0.018439414,-0.026035652,-0.088958204,-0.1191467,-0.031781048,-0.05036574,-0.002096316,-0.039016344,-6.0652266e-05,0.03867107
gina s. noer,-0.13181213,-0.0582882,-0.0038986674,-0.04556769,0.12729101,0.03293214,0.008282311,-0.04820349,0.088228986,-0.12999736,-0.10786377,-0.051804,-0.021114001,0.07167958,-0.112812236,0.06021943,0.09563054,-0.034345407,-0.023798276,-0.06775278,-0.080629334,0.16904603,-0.1176241,0.021264514,-0.054749332,0.070758894,0.013033048,0.07012373,-0.031995784,-0.022275243,0.05293262,-0.082528725,0.08977488,-0.16025436,-0.05803474,-0.10605219,0.026842348,0.04450818,0.010132879,0.0005094634,0.07651383,0.04628431,0.0055268677,-0.021282068,0.052752316,-0.12724724,-0.013103113,-0.041173905,-0.118614286,-0.14702386,0.05858504,-0.10923122,0.06940916,-0.0072514284,0.10378794,-0.042131603,0.0948396,-0.02305705,-0.061705563,-0.07614206,-0.028937347,-0.05334963,-0.014463409,0.0428951
remy sylado,-0.123827636,-0.053572975,-0.012624537,-0.06651501,0.12712288,0.021510603,0.029095922,-0.046586726,0.094217956,-0.13769382,-0.12193981,-0.054275006,-0.004111869,0.076870844,-0.1201193,0.050820317,0.10497122,-0.022431405,-0.023369156,-0.072711684,-0.08145085,0.1917249,-0.095453575,0.013051985,-0.02414222,0.07614869,0.021654878,0.05993116,-0.058793645,-0.015545047,0.06391926,-0.103202984,0.07492003,-0.17818376,-0.06552802,-0.1273382,0.043336324,0.03721456,0.011964602,-0.029127661,0.07772542,0.052213073,-0.0016277849,-0.023216844,0.049387142,-0.10370652,-0.026510332,-0.04394248,-0.11769904,-0.13781643,0.040218778,-0.119685605,0.055184033,-0.010463633,0.092728436,-0.027777197,0.073137596,-0.019639343,-0.075400904,-0.053681042,-0.042759374,-0.05315029,-0.022605728,0.051565364
andrea hirata,-0.12787881,-0.0887223,-0.051279113,0.06958626,0.18530586,0.08682537,-0.09682179,-0.19115226,0.053458773,-0.097951904,-0.028879024,-0.046013135,-0.07148493,0.031452052,-0.07862211,0.098845966,0.050666112,-0.12779525,0.013636668,-0.06673542,-0.12326522,0.057588235,-0.19517837,0.02718455,-0.13488278,-0.0064819073,-0.06759958,0.055488795,0.0045313505,0.006753729,0.004054249,-0.009105172,0.10168339,-0.09151305,-0.033817973,0.024865832,-0.010145768,0.15752144,0.059858836,0.033670165,0.056885295,-0.01667361,0.056141175,-0.045306306,0.032823756,-0.21030769,-0.0006668665,-0.01345642,-0.034472987,-0.11876583,0.09344419,-0.095350966,0.10087468,0.024939742,0.025688656,-0.09028711,0.103110224,-0.1430549,0.030467845,-0.16574015,0.098634295,-0.05529085,0.040200777,0.000155293
leila s. chudori,-0.11426034,-0.061621703,-0.040124275,-0.0586607,0.18949261,0.03340599,0.01742185,-0.09881772,0.10487285,-0.1490875,-0.114176385,-0.05455149,0.02176667,0.098511726,-0.12734903,0.054382488,0.11210797,-0.049115695,-0.005323931,-0.10033564,-0.11229402,0.19109169,-0.13789994,0.03156001,-0.052492104,0.06932391,-0.0030231432,0.039159015,-0.05920741,0.029317554,0.06474595,-0.11876784,0.06830583,-0.22059616,-0.06655318,-0.13596073,0.05561436,0.073657066,0.023679983,-0.04226505,0.097441606,0.050203554,0.039754152,-0.02917755,0.06472776,-0.09597772,-0.015964078,-0.06236047,-0.12729357,-0.15735413,0.07599782,-0.15262625,0.086023815,-0.024168968,0.09063956,-0.043546658,0.07518959,-0.060819544,-0.064306974,-0.061940387,0.0029818178,-0.043864254,-0.0062231617,0.05320672
seno gumira ajidarma,-0.12364505,-0.055895045,-0.025483672,-0.06475721,0.1490633,0.023645744,0.027047042,-0.06335509,0.096857846,-0.14406523,-0.12135817,-0.05425714,-0.004378336,0.08728978,-0.122546166,0.048943333,0.10564643,-0.031806976,-0.016647754,-0.08023385,-0.09263401,0.19794893,-0.11126912,0.017351901,-0.031928077,0.06991155,0.017148536,0.055689774,-0.059868503,-0.0025805023,0.06241204,-0.10817592,0.06972447,-0.19356064,-0.06952825,-0.12911159,0.044597898,0.046538107,0.014374297,-0.036600612,0.083883055,0.051587127,0.01031852,-0.023294397,0.054357708,-0.09870624,-0.02582578,-0.050066635,-0.12113668,-0.14095816,0.053560197,-0.13224678,0.06510753,-0.016791802,0.09168586,-0.033415213,0.078202575,-0.033785477,-0.07055835,-0.056922525,-0.024725923,-0.05189775,-0.017115789,0.05309792
wira nagara,-0.079210676,-0.06569271,-0.04190571,-0.032203272,0.1913561,0.067182615,-0.0150897475,-0.15271652,0.10307349,-0.11811626,-0.08251791,-0.055225194,0.08681876,0.06347063,-0.11966341,0.079749495,0.120415,-0.06398463,0.0112975165,-0.11460593,-0.11656331,0.10806143,-0.12967795,0.039134394,-0.050594382,0.075181134,-0.049083523,0.00040006824,-0.06564895,0.055042375,0.06097413,-0.10768524,0.06611725,-0.1929272,-0.03220693,-0.113772824,0.08220586,0.14020482,0.06822618,-0.045223832,0.09857464,0.031652838,0.071872115,-0.050938174,0.04598138,-0.12516116,0.013249433,-0.05929655,-0.08774464,-0.15613705,0.030422483,-0.14592691,0.05820765,0.0012480079,0.045248073,-0.043172084,0.0020995166,-0.103964895,-0.04989064,-0.065249994,0.019814814,-0.035061866,0.004171285,0.047162034
pandji pragiwaksono,-0.074738696,-0.079126425,-0.019759428,0.05026547,0.15073836,0.09552786,-0.08630992,-0.17456715,0.078611106,-0.0762966,-0.028775914,-0.0445528,0.042936265,0.00060230214,-0.08576786,0.12340541,0.08518669,-0.09522046,0.008188008,-0.08922739,-0.09745295,0.0017159982,-0.13003266,0.041878138,-0.096328,0.048326567,-0.086339444,0.028696693,-0.015456591,0.023472646,0.02314748,-0.02673709,0.111498296,-0.09208775,0.00029302505,-0.027585283,0.04253778,0.16927877,0.083668426,0.035409912,0.06320644,0.0014923005,0.06618552,-0.06260581,0.024382282,-0.20971584,0.02184109,-0.015491463,-0.037790574,-0.13393468,0.023603473,-0.08359331,0.066747814,0.050706998,0.023033949,-0.062442392,0.003410454,-0.12610424,0.0048628813,-0.12092319,0.037333705,-0.04475911,0.022387575,0.006022929
windy ariestanty,-0.14103979,-0.09551505,-0.028865388,0.077760205,0.18649313,0.09179208,-0.10511725,-0.18302533,0.047708273,-0.09340957,-0.021544717,-0.048506252,-0.06761843,0.029658496,-0.075149015,0.103054106,0.046246246,-0.12980878,0.0035538822,-0.06465565,-0.12489413,0.053207643,-0.21619703,0.03416699,-0.16743895,0.0033309606,-0.07636856,0.05471678,0.026236046,0.0055548553,0.013300135,-0.0033193273,0.12184778,-0.083466046,-0.025852524,0.036298573,-0.020535365,0.15485647,0.048036188,0.06224361,0.057416297,-0.020545123,0.055585217,-0.046442848,0.04284978,-0.2234774,0.007606865,-0.015617341,-0.04310961,-0.14381915,0.12571286,-0.087494165,0.12315359,0.019800093,0.04588107,-0.09959214,0.13607839,-0.13223246,0.025846632,-0.1817882,0.09517425,-0.047129743,0.04378149,-0.008154478
intan paramaditha,-0.07737926,-0.06000354,-0.04627379,-0.051145684,0.18524215,0.049808174,0.0054789055,-0.13256116,0.111006394,-0.12971875,-0.09920589,-0.05342771,0.08052268,0.07250002,-0.12609959,0.071264066,0.12518887,-0.050575763,0.0079626115,-0.114388146,-0.1104356,0.13707566,-0.109513365,0.034354754,-0.0287935,0.07765432,-0.029207382,0.010768525,-0.07959496,0.049394295,0.0638372,-0.12069588,0.060239933,-0.2106081,-0.045164138,-0.13867955,0.086644195,0.114635915,0.058500435,-0.058566928,0.09778482,0.044120803,0.059561335,-0.04504299,0.048204318,-0.104266934,-0.001916481,-0.059210416,-0.10044664,-0.14720492,0.024362175,-0.15073094,0.05546304,-0.002928385,0.05322391,-0.032692,-0.00017799705,-0.087682955,-0.059904724,-0.04772135,0.0023121748,-0.039492324,-0.004882157,0.053978518
merry riana,-0.10394859,-0.055923484,-0.02260878,-0.054459758,0.15747342,0.037349835,0.0125511475,-0.07827786,0.10822069,-0.13592221,-0.1097818,-0.049937837,0.029132875,0.07974983,-0.12212362,0.065763354,0.11399637,-0.038574863,-0.009135682,-0.094055034,-0.09159216,0.15968023,-0.11293088,0.033581,-0.04276353,0.07962405,-0.001168168,0.050332703,-0.050941303,0.012217311,0.0567699,-0.10517679,0.07840885,-0.19742869,-0.054564968,-0.13981918,0.056817826,0.068214655,0.027490582,-0.023987705,0.090743355,0.05573871,0.035399515,-0.02765889,0.05717273,-0.11041047,-0.005120078,-0.054356493,-0.12611195,-0.15246375,0.046950214,-0.13210103,0.0698307,-0.0073073916,0.09492923,-0.038360395,0.051306188,-0.046297245,-0.06354396,-0.057648513,-0.019798804,-0.04751747,-0.013193356,0.05148686
